LNR,RESPONSE
66048,0.00507299
71758,0.011039504
72077,0.010726141
72087,0.010923663
72405,0.0111691
72723,0.00435721
72735,0.008349168
73046,0.005069646
73682,0.015246448
73694,0.005735054
73696,0.015724855
74317,0.008840462
74974,0.008634509
75286,0.017896824
75605,0.006452622
75612,0.010532152
75929,0.009696367
76239,0.011992674
71471,0.008502634
71776,0.002379584
71779,0.011107355
72112,0.023741984
72417,0.011087126
72420,0.008128854
72425,0.007240953
73073,0.004065798
73393,0.005761481
73714,0.015689198
74337,0.05450716
74347,0.002721698
74354,0.010219277
74666,0.011579791
74667,0.010726141
74990,0.01173988
75949,0.007103415
75952,0.009363111
71486,0.020679672
71805,0.020267078
71813,0.011691707
72130,0.005895867
72437,0.007308123
82469,0.010906548
82788,0.010589856
82793,0.010532152
83111,0.012351499
83113,0.011017529
83420,0.020823385
83425,0.010511529
83428,0.010906548
83433,0.008399011
83759,0.035448893
84381,0.014399404
84709,0.014113989
85024,0.011723884
85026,0.010140117
85671,0.009538721
35158,0.011300056
34851,0.010868994
34853,0.001680667
34859,0.005455925
35162,0.027993785
35165,0.010532152
34865,0.006215356
34877,0.003549589
34898,0.003265919
35203,0.009870935
34902,0.01288104
34907,0.007092674
34930,0.019898725
34939,0.015149753
35249,0.014407644
35561,0.015055063
35568,0.010532152
35572,0.007768485
35574,0.009181566
35575,0.012930706
35889,0.010709332
35583,0.01287791
35587,0.013022844
35597,0.013246288
35900,0.009020997
35602,0.01740807
35606,0.01185601
35922,0.006965467
35936,0.002150605
41020,0.025464792
41028,0.011308056
41344,0.004670121
41666,0.011761939
42319,0.017441035
42634,0.014478517
42944,0.01135683
42952,0.00743831
42954,0.005020308
43274,0.005073558
43582,0.010709332
43590,0.004258949
43594,0.013825396
43909,0.004645944
43917,0.018965438
44561,0.007625741
45202,0.00717511
45210,0.003175929
41684,0.013818643
41691,0.007638681
42333,0.014864711
42660,0.00551123
42963,0.012362036
42979,0.004914505
43287,0.006518072
44582,0.010906548
45233,0.007118592
45544,0.009837261
45550,0.015827838
40729,0.008866925
41379,0.01520124
41395,0.004427449
4332,0.008583601
4346,0.0212313
4044,0.031919993
5031,0.014468165
5033,0.008094912
5057,0.007192493
4737,0.012065836
5067,0.010861643
4757,0.007499079
4758,0.010923663
4762,0.015603069
4780,0.010923663
5183,0.010533803
5191,0.032715651
5198,0.010923663
4802,0.00616283
5126,0.011107355
5132,0.008248925
4830,0.027445876
5154,0.006918905
4854,0.010923663
4861,0.010420186
5180,0.011771177
4574,0.012591069
4896,0.004051974
4592,0.012309169
4599,0.005675804
4914,0.012856669
4604,0.036754989
4932,0.022648811
4623,0.010392828
4633,0.008283436
4636,0.007054868
4944,0.003786041
4949,0.014450077
4644,0.010923663
4977,0.017727512
4674,0.010726141
4986,0.008148126
4683,0.004617341
4686,0.004200955
4691,0.01391733
4700,0.006090303
5018,0.026602296
5341,0.022088193
5646,0.015665691
5647,0.010906548
5649,0.00802395
5661,0.007971699
5671,0.021364541
5677,0.01435451
5375,0.040020964
5396,0.01261465
5410,0.003220705
5411,0.015115966
5714,0.007782144
5427,0.006938085
5436,0.012748403
5725,0.006518536
5733,0.011051101
5454,0.016194596
10241,0.009542161
10566,0.011112339
10579,0.011311478
929,0.00996488
935,0.007821873
1261,0.012815649
951,0.007744813
952,0.010532152
955,0.007297385
1295,0.015366282
966,0.011784008
974,0.020388509
1305,0.002541943
995,0.012406685
998,0.000795787
1403,0.011135124
1001,0.024237359
1009,0.00808112
1338,0.021888752
1029,0.010923663
1053,0.003997637
1062,0.001764284
1067,0.007190198
1071,0.019620967
9957,0.014833215
9960,0.018716884
9671,0.010532152
9680,0.011419165
9982,0.01261263
9700,0.005949886
9712,0.013271564
10023,0.023024101
10042,0.004234178
10043,0.013589451
10048,0.018143845
10049,0.011614729
10054,0.003244932
10057,0.008810105
10388,0.005479279
10396,0.015684545
10700,0.007079826
10716,0.010726141
10418,0.01375171
10730,0.022777145
10733,0.015132525
10429,0.012603562
10844,0.013454098
10856,0.007401262
10448,0.005579297
10451,0.002529308
10458,0.00428821
10743,0.013197913
10753,0.002923067
10756,0.007145434
10465,0.044419283
10488,0.012683035
10490,0.013093883
10495,0.011107355
10510,0.008915955
10818,0.019971424
10531,0.009816917
10823,0.004247675
10544,0.015089319
10553,0.005363929
31437,0.023918462
31442,0.009858936
31451,0.007275865
31453,0.009744953
31143,0.002734902
31146,0.010056798
31149,0.010532152
31460,0.004181392
31466,0.007897634
31472,0.010906548
31788,0.005502287
32113,0.010923663
31807,0.004197936
32122,0.011840046
32127,0.013548035
31820,0.004341244
31832,0.010923663
32267,0.020570626
31860,0.031267519
31873,0.004945064
32168,0.007539816
32177,0.010532152
31882,0.011916292
31896,0.008352064
31910,0.015768969
32211,0.008759478
32232,0.010811575
31943,0.010726141
31950,0.005918077
32243,0.014618389
31966,0.070098361
31976,0.011099209
31666,0.006993145
31674,0.006141434
31989,0.008962429
31990,0.007471775
31991,0.00729191
31997,0.01098547
31692,0.010923663
31719,0.007817314
31723,0.0159606
32039,0.003975783
32042,0.00290889
31739,0.010906548
32061,0.012907989
32062,0.00564476
44333,0.006740055
44656,0.00963136
44658,0.012016919
44976,0.025334621
44990,0.010923663
45312,0.009370846
45644,0.008521606
41146,0.010923663
41459,0.039191465
41462,0.010457546
41787,0.007319616
42422,0.011498946
42743,0.005877253
43076,0.008866216
44350,0.004415864
44353,0.022580358
44356,0.004953112
25163,0.010709332
25490,0.0149913
25811,0.010923663
25501,0.010721925
25502,0.018783142
25505,0.014680143
25835,0.006787861
25966,0.014193305
25973,0.00595811
25570,0.003254354
25862,0.028879217
25871,0.01718667
25877,0.008009822
34738,0.007895006
34445,0.026801775
34447,0.002545877
34754,0.013092449
34764,0.01559616
34772,0.006745339
34775,0.010238676
34484,0.02396049
34180,0.002353576
34199,0.011135397
34527,0.010923663
34226,0.015260001
34555,0.022894069
34243,0.001512598
34252,0.025592699
34267,0.006613077
34276,0.004354407
34584,0.006779459
34283,0.010923663
34290,0.022264408
34291,0.011403373
34295,0.017827814
34599,0.003516048
34603,0.008894885
35267,0.013568615
35270,0.008699949
35279,0.010881411
35300,0.006831677
34981,0.005088196
35338,0.005040034
35425,0.007353377
35426,0.008143824
35432,0.034426955
35022,0.026745794
35347,0.019164726
35062,0.021730916
35072,0.008437359
35104,0.008388491
35106,0.011951377
35114,0.010394478
35131,0.014451489
21744,0.005941776
21754,0.009639639
21784,0.005849337
22088,0.032691288
22095,0.016338749
21806,0.003753016
21811,0.016193453
22099,0.019267306
22104,0.00753343
21819,0.010906548
21822,0.015009516
21834,0.0121355
21858,0.048544507
21862,0.021008595
21875,0.007829108
22163,0.008689167
21909,0.019077253
21910,0.016049519
21913,0.011654089
21650,0.004247213
21966,0.006034328
21977,0.010532152
21662,0.012581412
21665,0.016379847
21668,0.004292265
21683,0.009465499
21697,0.004323997
22665,0.018820515
31548,0.019485457
31553,0.008357443
31555,0.02357101
31232,0.004766545
31647,0.008791748
31243,0.009789444
31266,0.00477619
31274,0.015294921
31590,0.010725372
31294,0.002723478
31296,0.0187605
31600,0.002972435
31314,0.006424722
31358,0.013829767
31369,0.006991079
31376,0.008449076
31070,0.012328532
31382,0.030496337
31385,0.021145819
31393,0.009644245
31086,0.031375547
31114,0.002855426
12861,0.01141582
13182,0.010923663
13185,0.011286407
13190,0.002661645
13194,0.019623467
13536,0.010923663
13542,0.011232559
13559,0.010773761
13600,0.026754028
13608,0.037442663
13922,0.007945362
13934,0.01188314
13634,0.023135011
13948,0.017772961
13961,0.012689393
13973,0.007241082
13976,0.009314212
13987,0.006968073
13989,0.026032011
13993,0.01356712
13685,0.005089358
13397,0.009203649
13714,0.012366057
13408,0.008175696
13416,0.011013159
13734,0.011460879
13429,0.011107355
13743,0.007176392
13745,0.016431775
13440,0.011074812
13455,0.025613042
13461,0.010532152
13469,0.023905211
13780,0.006916016
13483,0.007129696
13486,0.004743763
13805,0.018610331
13503,0.00341497
13821,0.006786477
14154,0.009571909
14463,0.009283103
14464,0.008111479
14467,0.005794829
14484,0.003599476
14494,0.012588274
14182,0.007704429
14513,0.012105493
14517,0.010923663
14200,0.0090621
14230,0.010726141
14533,0.005790942
14536,0.006023023
14245,0.022282664
14246,0.014550821
14260,0.017073081
14263,0.020035775
14571,0.010726141
14574,0.003451548
14278,0.022883619
14279,0.010816075
14585,0.005469075
14589,0.009438761
14590,0.003944238
3494,0.012334471
3497,0.010247482
3824,0.014906288
3839,0.010923663
3513,0.014856927
3937,0.009934596
3532,0.019892142
3533,0.007020949
3537,0.017473005
3848,0.011107355
3543,0.012647865
3549,0.008136953
3553,0.0156504
3871,0.003751792
3880,0.002220554
3568,0.013800638
3573,0.030914148
3898,0.014193708
3585,0.013561563
3591,0.010726141
3313,0.008393231
3628,0.013157711
3356,0.009930212
3666,0.016142952
3390,0.008360873
3704,0.006634653
3719,0.008185743
3406,0.011107355
3722,0.010290518
3438,0.01150676
3743,0.017870262
3751,0.011838892
4386,0.075452997
4081,0.002669313
4084,0.008652482
4086,0.005204055
4407,0.010923663
4420,0.010532152
4106,0.005225801
4108,0.005902004
4113,0.017508872
4114,0.008886244
4429,0.015443673
4433,0.016963292
4124,0.029190425
4145,0.012699268
4465,0.011107355
4218,0.005809632
4504,0.003980838
4520,0.010726141
4523,0.004899219
4249,0.002881715
3946,0.00296533
3950,0.010673807
4293,0.009424554
5752,0.010923663
5470,0.00817141
5775,0.006516918
5777,0.0186274
5492,0.006511209
5494,0.008863094
5495,0.018088021
5788,0.014401118
5793,0.010532152
14054,0.011012908
14057,0.007970639
14398,0.003088282
14416,0.001885361
14098,0.007734824
14100,0.010726141
14103,0.01611629
14106,0.009385645
14421,0.010726141
14426,0.01603542
14430,0.014258067
14128,0.029022228
14130,0.005034858
15110,0.005786183
14789,0.015042143
14793,0.007946015
15120,0.00876661
15128,0.01368683
15138,0.011655253
14849,0.022887216
14853,0.028350735
14859,0.016079422
15199,0.011965109
14903,0.004709552
14929,0.010333936
14935,0.044391343
15253,0.015079127
14937,0.015333652
14949,0.023751325
14951,0.016392927
14676,0.010923663
15000,0.013901167
15014,0.011693762
14712,0.004701432
15022,0.007571647
15037,0.012501928
15041,0.005544277
14753,0.016423522
15062,0.010918801
15072,0.015584748
14772,0.030291176
14775,0.005568745
15736,0.00710914
15421,0.019063873
15424,0.018628134
15437,0.010877356
15752,0.007495185
15755,0.010532152
2158,0.012383391
2160,0.009223775
2161,0.013843968
2490,0.010726141
2493,0.002787775
2497,0.036893476
3120,0.012867322
3123,0.027465337
2830,0.010923663
3145,0.012021913
2871,0.010380823
3282,0.01794552
3288,0.00095574
2883,0.006875813
3187,0.009964016
2904,0.045368817
2909,0.005045363
3205,0.010923663
3234,0.028605807
3244,0.014790222
3245,0.003559321
3248,0.008975551
2960,0.010532152
2964,0.012104413
3260,0.017777493
3275,0.01861098
3279,0.029184601
2984,0.00189913
2987,0.004897134
2992,0.018974235
2708,0.005716475
2718,0.024569243
3022,0.007551571
3036,0.016535761
2720,0.004833702
2735,0.017389695
3053,0.002973165
3060,0.010923663
3071,0.021511541
3760,0.004698715
12309,0.012350432
12322,0.00590192
12352,0.005994385
12692,0.045752926
12382,0.010923663
12703,0.007950295
12710,0.00245915
12727,0.004154243
12428,0.019810064
12444,0.004194301
12447,0.006092075
12451,0.022232106
77557,0.004443359
78505,0.010923663
78821,0.009125406
79784,0.006310849
80100,0.011723752
80423,0.019416896
80437,0.009001772
80750,0.023479353
81060,0.023432498
81068,0.009667517
81075,0.017129232
81381,0.011107355
76604,0.009568395
77252,0.018389885
77562,0.003556117
78212,0.004573583
78214,0.026425801
78518,0.00319015
78520,0.019430778
78521,0.012405355
78857,0.022342043
79163,0.019682365
79803,0.004707111
80123,0.009110358
80136,0.014193018
80138,0.002471206
80450,0.00248396
80454,0.023263219
80455,0.015219553
80457,0.01490413
81401,0.003773898
2266,0.014256469
2595,0.011149634
2289,0.014627566
2609,0.023979256
2611,0.010923663
2613,0.008382631
2616,0.026346122
2628,0.018279635
2654,0.01555136
2346,0.002843223
2356,0.017291349
2057,0.010906548
2364,0.009402207
2372,0.014808806
2083,0.010923663
2115,0.005391026
2116,0.013670971
2117,0.019429672
2442,0.003200247
2454,0.009348036
2147,0.01746463
71153,0.020909592
66365,0.012338016
66998,0.00484983
67003,0.006453172
67007,0.016717081
67012,0.002016463
67317,0.023746729
57463,0.005552813
58098,0.010102098
58105,0.0130663
58414,0.0034214
58420,0.015532305
58746,0.010726141
59061,0.010923663
59068,0.012778175
59375,0.010726141
59376,0.004207886
59387,0.010025536
59700,0.010532152
60026,0.013914224
60028,0.009607239
60348,0.013993603
60655,0.003039401
60657,0.010923663
60973,0.00466442
56201,0.013616796
56525,0.006131713
56837,0.011529174
56843,0.011871704
56845,0.008032459
57164,0.010726141
57805,0.032799467
57806,0.003311187
57808,0.014140453
58111,0.010700132
58436,0.007150604
58447,0.004757032
58751,0.014164551
59073,0.003460588
59396,0.020506726
59405,0.010906548
59716,0.012817794
60037,0.00316826
60045,0.011107355
60357,0.00901707
60363,0.005293767
60672,0.015630017
60684,0.010726141
60687,0.010937405
61006,0.014084474
56220,0.03305992
56222,0.009000762
56539,0.006483865
56540,0.045006728
56548,0.007998303
57497,0.011423247
57509,0.010923663
57821,0.003559721
58135,0.014420108
58458,0.010906548
58790,0.012341805
59424,0.006315662
59425,0.010856658
65474,0.00722775
65484,0.007597475
65797,0.005097601
65810,0.005513891
65812,0.007826857
70503,0.010923663
70505,0.013194069
70825,0.029914398
70831,0.006890905
70832,0.009993803
32454,0.009595862
32781,0.007846425
32789,0.007376853
32812,0.030222932
32506,0.015152935
32512,0.017591977
32844,0.011756216
32845,0.011946899
32852,0.010095557
32875,0.015205807
32897,0.010532152
32585,0.012569379
32279,0.003428217
32600,0.005170395
32610,0.01495342
32615,0.010923663
32635,0.012845456
32638,0.007589054
32340,0.008317384
32345,0.018859562
32664,0.007236073
32674,0.016778244
32393,0.001669487
32702,0.008915861
32411,0.02614413
33048,0.01282051
33094,0.007986433
33402,0.009158461
33413,0.019891111
33105,0.011836482
33131,0.009200683
33168,0.011981976
33460,0.033479877
33461,0.006210526
33473,0.010923663
33180,0.010726141
33214,0.009568598
33219,0.010972063
33226,0.021739801
32929,0.049054386
32934,0.010923663
33241,0.007121925
41842,0.008047803
42495,0.011363965
42807,0.013177474
42808,0.028271138
42810,0.010604107
43122,0.004867517
44100,0.010532152
44411,0.019347903
44418,0.015710612
45388,0.01524389
45394,0.010017664
45399,0.013828835
41541,0.010532152
41866,0.010709332
41875,0.016201577
42189,0.012926966
42196,0.038878433
42517,0.010814581
42521,0.006494785
42829,0.010726141
43477,0.008732879
44119,0.011107355
44755,0.018960448
45407,0.014178633
45414,0.022640831
40586,0.007754103
40917,0.010923663
41572,0.016722981
41889,0.00326685
41891,0.008216141
41897,0.010393921
42202,0.010523324
42216,0.010532152
42539,0.03999584
42855,0.003790622
43173,0.005590462
43482,0.010923663
43486,0.005629968
43487,0.027668847
43803,0.01419936
44131,0.006165111
44453,0.018933116
44776,0.011200821
45103,0.007547959
45436,0.005090851
40614,0.006565435
40937,0.011756854
41272,0.002938926
41274,0.011848157
41586,0.034522832
41591,0.005392401
41595,0.008300736
42237,0.017067391
70257,0.015352215
75682,0.011517466
76004,0.018545406
72500,0.014864134
72817,0.004082974
73461,0.011502098
73785,0.013655466
73795,0.003211591
73796,0.020162097
74105,0.003156235
74116,0.014646575
74435,0.013098675
74743,0.007242705
75071,0.008100344
75709,0.014309703
73477,0.004410923
73483,0.010915904
73798,0.015142625
74125,0.006325806
74128,0.005412996
74450,0.012083206
74769,0.006704962
74774,0.011560393
75085,0.007902395
75089,0.011107355
75406,0.006690044
76057,0.005521103
76374,0.006810377
76376,0.012715271
71902,0.010726141
71903,0.014228578
72549,0.010532152
72550,0.020403924
73179,0.005614131
74466,0.010532152
77547,0.010572051
22773,0.032917849
22469,0.010709332
22779,0.01430254
22795,0.011107355
22796,0.006650779
22482,0.01165989
22487,0.012109576
22491,0.019464649
22817,0.020743336
22216,0.020752058
22537,0.010709332
22542,0.004433412
22556,0.011599817
22568,0.008970972
22261,0.006657704
22266,0.010189782
22274,0.012419805
22584,0.019496744
22281,0.006192815
22618,0.003153184
22312,0.007829679
22329,0.010709332
22643,0.011331942
22959,0.01471073
23280,0.017947735
22996,0.013627576
22997,0.017676057
23315,0.009783072
23033,0.010923663
23455,0.012622753
23339,0.009439389
23371,0.015569355
23080,0.004971324
23384,0.025097284
23101,0.004668777
23118,0.009817585
23400,0.007292965
23139,0.009463812
22850,0.007019035
22881,0.004404463
22891,0.015678724
32071,0.004769507
32076,0.010740101
31775,0.010709332
32743,0.00568666
32438,0.008293749
32443,0.027883212
45011,0.014833968
45327,0.007727153
45332,0.007749581
45334,0.007236327
40520,0.016164396
40846,0.011107355
41159,0.012757491
41489,0.017976901
41807,0.007791769
41813,0.011887801
42128,0.012608544
42450,0.012899669
43406,0.003251843
43411,0.006514575
43417,0.015184166
43726,0.014571042
45024,0.010726141
40853,0.006209649
41510,0.004289069
41514,0.004027681
41832,0.007405526
41838,0.004828698
42156,0.010532152
42475,0.007035664
42798,0.009810874
43107,0.017016822
43111,0.010923663
43120,0.005805147
43121,0.011107355
43422,0.006280271
44070,0.016217203
45042,0.010923663
40546,0.032729852
41522,0.010923663
54649,0.01175581
54650,0.010726141
54973,0.035940369
54986,0.022981556
55300,0.005022799
55306,0.005213552
55617,0.011107355
55619,0.008438008
51440,0.009867032
51442,0.007185547
51443,0.013284246
51772,0.006947841
52104,0.010923663
52424,0.010923663
52434,0.013470858
53069,0.011836204
54025,0.005999389
54362,0.002229577
54674,0.00991261
54678,0.010923663
54995,0.019121509
55314,0.019352784
55322,0.020676825
55639,0.015263224
55644,0.010186955
51135,0.010923663
51462,0.010923663
51466,0.00812513
52123,0.014706342
52456,0.010923663
52776,0.010923663
53090,0.004867566
53095,0.009611505
53407,0.010532152
53729,0.017994722
53735,0.010726141
54047,0.015261478
54692,0.010532152
55017,0.004259558
55020,0.020039425
55027,0.016490442
55028,0.00756858
55657,0.009687071
55660,0.007842125
50841,0.026819244
50846,0.010215078
52143,0.010111293
53436,0.018255854
53758,0.004998276
54064,0.011016181
54073,0.009755967
54395,0.013395801
54397,0.015384302
54402,0.010532152
55048,0.005185764
55358,0.010532152
55678,0.014159351
50858,0.006082252
51181,0.011964138
66118,0.01139893
66125,0.008182097
61671,0.015572716
62299,0.010709332
62613,0.01160818
63253,0.022796572
63255,0.004923734
63577,0.031254348
63580,0.008363425
63586,0.005389791
64217,0.029295237
64223,0.002995534
64226,0.010075571
64855,0.015458798
65189,0.007869007
65497,0.010726141
65816,0.010918189
61368,0.052464688
61994,0.010726141
61996,0.011648029
62010,0.010923663
62960,0.010532152
62961,0.01899164
63288,0.007546835
63596,0.002055547
64558,0.003523331
64562,0.005561945
64882,0.003717267
65210,0.004882653
66156,0.005599781
61705,0.014856667
62026,0.010853766
62348,0.005163537
62656,0.009010436
62665,0.006074098
62974,0.005587873
62988,0.021149542
63295,0.011538601
63297,0.011212815
63305,0.003985854
63624,0.009697721
64895,0.04444495
65216,0.002799979
65228,0.008449359
65863,0.01292314
65870,0.010709332
61084,0.002465696
61716,0.026934324
62686,0.010923663
62689,0.028427267
62692,0.014033333
63319,0.019001853
68020,0.01840266
68337,0.013280351
68660,0.005066646
68673,0.009607504
68977,0.014054458
69297,0.011107355
69306,0.002557087
54522,0.010709332
54848,0.007436759
55154,0.007362303
55163,0.010923663
55165,0.006765695
55805,0.010709332
55808,0.018133045
50990,0.01372594
51641,0.007914685
51964,0.004129134
52607,0.010726141
52608,0.014818938
52924,0.00839086
52934,0.048551744
53253,0.017893353
53262,0.00734709
53902,0.005311089
54205,0.008099363
54208,0.002306214
54218,0.016878196
54861,0.016122399
54862,0.009108674
51001,0.005331384
61152,0.004334715
61155,0.008216288
61162,0.018136743
61793,0.012801108
61799,0.023775223
62127,0.010923663
62754,0.010726141
63078,0.009247806
64035,0.00536389
64048,0.008794769
64688,0.025861544
65010,0.012134676
65314,0.009375027
65329,0.014987639
65635,0.007021571
65645,0.014784441
65957,0.014018506
65960,0.025530956
65965,0.011107355
61179,0.015813364
61511,0.005415276
61819,0.006454999
61827,0.009654971
63422,0.006084562
63739,0.01019258
63744,0.012221865
63751,0.012486474
64376,0.012377442
64379,0.019756968
45499,0.010709332
40673,0.009343463
40992,0.025736849
40998,0.0159126
41318,0.004699844
41327,0.011107355
41966,0.006514519
41975,0.005090545
42292,0.010923663
43574,0.009888582
44213,0.010726141
44548,0.013493233
44861,0.029865219
44864,0.018311887
45185,0.017673118
45187,0.010923663
45513,0.010621074
45520,0.013528301
40695,0.008957127
40705,0.030650357
54147,0.0221389
54479,0.01156111
54789,0.010726141
55127,0.008504839
55753,0.010923663
